"MassTagID","Project_A_X_1","Project_A_X_2","Project_A_X_3","Project_B_X_1","Project_B_X_2","Project_B_X_3","Project_C_X_1","Project_C_X_2","Project_C_X_3","Project_A_Y_1","Project_A_Y_2","Project_A_Y_3","Project_B_Y_1","Project_B_Y_2","Project_B_Y_3","Project_C_Y_1","Project_C_Y_2","Project_C_Y_3"
7098060,1177398,581800,NA,1225225.5,1371958,782599.5,NA,1059409.5,818321,NA,1635939,1290645,1147192,850943,1198246,710280,942004,NA
7189063,2395937.5,3220441,2193977,2265296,2690403,1571045,2717450.5,NA,1272233,2449791,1665489,2889189,1675725.5,2534405,1260464,2276459,2098235,2779777
12625449,NA,NA,NA,NA,NA,NA,NA,NA,271546,NA,NA,NA,NA,NA,NA,NA,NA,NA
16824443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24821588,NA,NA,603132,223716,NA,224690,NA,NA,NA,NA,1011174,355236,NA,NA,NA,NA,NA,101764
55741212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78302170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1262784.5,NA,NA,NA,NA,NA
183383157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219556894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7817416,1373905,992812,3161251,981795,3048318,2860302,2118656,3002967,2696516,2031284.5,2239359,3541968,2691445,1424754,1732126,3047894,2467550,3785818
7932848,2659041,2158084,1561870,3090222,2399705,3443714,NA,4328728.5,4988138,1731452.5,1756499,3117450,3656100,NA,1741055,3402833,3474079,2533383
7945902,NA,828436,1556542,1198772,NA,2063888.5,NA,1865503,2687748,1446738,1685884,1542519,1441171,1271706,1264939,NA,NA,1431557
7954600,NA,3025551,3260657,2999064.5,3490754,2392061,2939382,4179641,2232849,2994501,3316287,3759064,3220445,3590374,2153502,3539145,3763753,3480848
8557938,NA,3328742,3939711.5,4224030,4972095,4453234,5963923,4542272,5297691,4837941,2948221,1844188,4295794,4173398,2643515,3058727,6235392,5044943
8622486,7695798.5,6034868,7297601.5,5102234,9310557,5106276,5606484.5,9116597,7861935,6341053.5,4725427,6578283,6564238,5041660.5,4468134,6287952,9273322,7561311
8765241,3277156,2541406.5,2893922,3374917,3595506,2959220,3114168,3094966,2863796,2314030,1634101.5,2679502,3104544,2442058,3126299,2015847,3426281,2558743
8778508,6975982,10317949,7329423,10050951,10004583,2173438,13276973,8570648,3539264,13693288,9863396,9545849,8637654,11412389,7809996,9812076,11607036,13641584
8805928,2091122,644925,1090473,1254258,1636058,1014164,NA,1614813,1921624,1010375,1703598,902732,1692786,2296466,1304993,1152385,2096445,1810873
8851233,NA,NA,NA,NA,NA,262930,NA,NA,456460,NA,NA,NA,736813,NA,NA,NA,NA,NA
8915313,NA,NA,NA,NA,NA,NA,5429858,NA,5210171,4536647,NA,NA,NA,4897873,NA,NA,NA,5681729.5
8940858,NA,NA,758891,NA,1099941,616365,NA,NA,NA,NA,NA,686575,NA,NA,NA,NA,NA,NA
12698902,6512857,9013245,9979756,7274612.5,6869649,5732914,10104320,9147671,10502971,8180736,7387614,9240175,7546886,6711778,5670125,12790017,6558404,9472359.5
13369260,1034549,677126,1259167,824456,1061182,NA,NA,NA,417658,NA,NA,806518,NA,NA,NA,1237855,NA,NA
14695834,1439201,2670027.5,3285469,1752711,6061573.5,2578969,4213225,3812516,1665589,5421301,1345389,5001154,1713636.5,4581326,1796017,2067211,2808858,3556412
15840262,3003639,3661950,4501349.5,2651173,4470395.5,3588809,4804334.5,3801838,3210047,3083256,1669491,4926830,2228092,3668871.5,3265232.5,4657646,4375095,5278551
16573990,1031615,NA,NA,549754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678634
21514927,3632016,3227018,3676439.5,4150440,2649062,2204977,4173310,2407082,3951778,2739429,4014620.5,2806351,4783016.5,4573621,2867014,1741987,5673465,3503307
55740669,NA,NA,NA,112496,NA,NA,98071.5,187640,NA,NA,NA,NA,NA,170374,NA,179270,NA,NA
60452069,NA,NA,1735925.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74976068,NA,702427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148206034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168029846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219848733,NA,NA,NA,NA,NA,706761,NA,NA,NA,NA,NA,NA,NA,369725,NA,NA,218395.5,NA
219848734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484440954,NA,246943,NA,NA,NA,NA,NA,986099,820170,318742,1915245,NA,NA,NA,NA,941187.5,NA,NA
8798529,NA,2900535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3645455.5
15798804,NA,NA,NA,NA,NA,1130926,781147,NA,1857108.5,NA,1305307,728120,NA,NA,NA,1649077.5,NA,NA
15811413,1158268,NA,NA,NA,NA,468175,NA,NA,1296561,NA,NA,NA,NA,NA,NA,NA,NA,NA
74880262,1622571,NA,1503593,1599061,2086008,1158157,1418682,2254275,1266161,2390078.5,652632,3007164,1271756,1470820,NA,2250087,2090604.5,1854133
78782122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78848070,NA,NA,NA,1316653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130729653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194854272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214505886,225165,NA,NA,259564,NA,837701,109743,NA,297107,286842,806903.5,135193.5,485074,639402,582637,NA,740694,NA
219188068,82844,NA,NA,NA,NA,433535,NA,NA,NA,NA,NA,NA,110620,NA,225264.5,NA,148348,NA
484446295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444299,NA,NA,NA,NA,NA
6781312,354499,396404,379697,341599,417265,241201,393717,240871,212713,326927,475425,391655,396231,374315,277973,390629,363740,406818
7023694,2615379,2567317,2016041,1541332,2889620,1411708,2075770,2126567,1663400,3207172,3036991,3064577,2590428,2717850,1733812,1764390,3136640,3019944
7034109,NA,NA,NA,NA,NA,NA,1588440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7039683,2017753,2726460.5,2225050.5,NA,2155285,NA,3072677.5,1296423,NA,902052,2048256,1763178,NA,2497587,1188012,1041886,1924364,2473802
7039689,2595229,1473072,1696598,1482498,2634718,1622501.5,993207,1792690.5,1476657,1685416,2920161,2386924,2590426,2889981,1509623.5,2156951,3051464,2965344
7043344,1540098,678785,NA,894661,2290164,NA,NA,1090423,1290917.5,NA,NA,NA,NA,NA,NA,NA,527373,NA
7063201,1342299,NA,233165,328990,NA,1591210,NA,598240.5,1150879.5,489817.5,1215498,525629,974599,1381540,1716123,NA,1553954,NA
7098639,1193774,NA,523413,NA,1762718.5,874097,NA,1284732,NA,NA,NA,1437651,1077610,1033885,NA,1188530,614775,NA
7189085,1011557,NA,940435,554536,NA,2172656,NA,NA,1210769,NA,1993070.5,NA,1484156,1440320.5,1594504,NA,2077103,167921
7189091,NA,NA,571947,850098,926516,NA,NA,1126966.5,857133,574907,1264576,1205409,409768,835905,578931,1188632,1244840,1736481
7190617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16849110,NA,4496404,NA,NA,NA,NA,NA
7194735,NA,NA,NA,NA,NA,NA,43385,NA,NA,NA,NA,NA,152371.5,NA,NA,NA,NA,NA
7619826,2603538,2244530,3419114,3525799,3196856,2287254,2850190.5,1174991,3104355,3199939,3685525,2480931,3057585.5,2329143,1959216,1195179,4144008,4581958
7640901,NA,NA,2248045.5,1265095,NA,1450297,NA,2077302,1482556,NA,NA,NA,NA,NA,NA,1087473,1798661,NA
7770146,4820914,5750911,4462824,5948670,7883712,276955,4260380,6880273,4402846,3627232,3061345.5,5419077.5,1657271,2501789,4721026,6210799,4063242,4814539
7770194,2799104,2219368.5,3790167,2035319.5,2561263,1582366,3259905,NA,NA,2581834,2743741,NA,1869528,2434259,1666381,1918322,1589043,1954312
7771443,1250524,NA,618464,NA,1086170.5,NA,NA,823942,403518.5,NA,NA,NA,600070,407724,1107903,528014,825026,NA
7783035,NA,NA,387916,NA,777251,247235,NA,897109,1078701.5,NA,NA,NA,NA,535500.5,477092,667532,399352,NA
7788425,3762182,5105453,4579058,3980359,5591461,3271071,4798803,4938805,4480032,4841915,4256276,4860239,3811981,5359456,4023193,5016193.5,5146225,6136123
7840310,NA,NA,2291000,NA,2875716,2178949,846504.5,2390032.5,NA,NA,647805,3381263.5,1497533,NA,NA,2232291,NA,NA
7863415,1795975,1770972,NA,2324392.5,2855284.5,NA,NA,NA,2124492.5,2977066.5,2597826,2755166,2128372,689184,1658240.5,1586059,2106782,3384048
7889273,NA,NA,NA,NA,NA,NA,NA,NA,1147786.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
7903018,1364717,2430216,2065830.5,780510,1518916,815531,1390785,2500616,1074053.5,NA,2717925,1399208,1725136,1348022,797138,2238179,NA,1543368
7912864,3714373,1488790,3377570,3085357,2969107,2949031,2409277,3321252,3224128,764017,3402974,3018344,3026399,2662038,2159034,3974809,3289664,1671715
7912887,7504849,5994459,NA,8687395,9721223,6415128,NA,5433306,6028639,8057494,8124620,9874972,8635422,7274352,6891079,6793687,7869819,NA
7917108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7941314,1613495.5,1476135,NA,NA,NA,1258646,1728744,2600064.5,1361874,1227716,1845192,1242172,1688459,1216409,1735214,2845148,2015185,NA
7954683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8222900,2020831,2349753,1193989,NA,2876943.5,2931218.5,NA,1461830.5,NA,2031953,NA,2716356,NA,NA,NA,NA,860803,NA
8752843,NA,1154111,NA,1128550,2566040,2161363,866509,1946952,2203468,1517313,1774331,1399328,1067011,NA,2143479,1592865.5,NA,NA
8761463,3376751.5,5761211,3904322,3920931,5189899,2559913.5,6359918.5,4543336,1807346.5,6009008,3091489,5273710.5,3264535,4611316,1096650.5,4254969.5,4628457,7247722.5
8765271,NA,NA,NA,NA,1674857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8788279,2017143,2042758,2237887,1469220,2793985,1236228,2856686,2731899,1209899,3237728,3222237,4438481,3188499,3422145,1279873,1810919,1750560,2923964
8805993,2796716,2885866.5,3233767,3235475,5541291,2458691,2081696.5,4047762.5,4640428.5,4431193.5,4946202.5,3997823.5,2622972,1794151,3851346,3132518.5,5144459.5,4321259
8835332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8889368,1446367,2574233,NA,NA,2197254,NA,2511779,2860586,NA,NA,NA,NA,1626804,1634137,NA,NA,2157216,3156902
9767780,221459,NA,141535,NA,118839,98114,213949.5,NA,NA,319441,NA,449209,393831,465400,NA,269285,NA,359145
12602635,1695361,1187388,1501900,1440268,1716732,1651826,975029,1578569,1369952,1935590,1715560,1020593,2064785,1448011,799654,937664,1905161,1468417
12676088,NA,NA,964844,714272,1497371,934522.5,NA,958930,822537,NA,NA,NA,687254,NA,NA,NA,NA,NA
12713938,NA,398037,311026,459168,376471,NA,664881.5,327760,NA,806128,NA,452016,622396,NA,NA,NA,341103,1045897.5
12714249,1412089,NA,591964.5,929259,NA,NA,NA,1077357,806136,NA,1283809.5,NA,NA,NA,352805,1161406,543230,NA
14181275,1105674,1142055,1211632,1278133,1701149,717698,1825619.5,1005681,391239,2841492,2108357,2015100,1792420,2381897,652793,1477362.5,1479293,2047966
14849827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15781879,3339029,2308974,3382094,2639941,2748384,2448641,3639454,3824701,2249152,3754075,2815090,4249014,3463099,3318969,2874243,3787691,4378046.5,3744892.5
15958165,1222999,655476,1024304,558869,1084349.5,701561,NA,1049618,886086,NA,NA,NA,857987.5,NA,665750,NA,NA,1487150
16547372,2674297,1701413,2619159,NA,3806029,2364991,NA,3476280,2217070,1908210,2707939,2620640,3120182,2133629,2025181.5,3613717,3586028,1499920
32337460,NA,680466,NA,NA,NA,NA,NA,402945,410321,NA,NA,NA,NA,NA,NA,NA,NA,NA
32394227,NA,NA,NA,NA,8308597,NA,11999370,NA,NA,NA,NA,NA,NA,10901928,NA,NA,NA,NA
33911072,NA,NA,NA,NA,NA,NA,NA,NA,NA,1184528,NA,NA,NA,NA,NA,NA,NA,NA
44807305,1254823,1713483,1632174,1745501.5,2302562,1546005.5,1519606,1193856,1666843,1863634,703907,1061978,1171247,962939,411739,1436835,1464825,2839494
49140465,1048400,NA,1087659,1346638,1689649,1570354,1748151,723857,996754,2341091,1381169,1400817,1506133,1419717,712397,1051820,NA,1220761
59610332,NA,NA,NA,NA,NA,866966,NA,966859,914007,NA,NA,1355270.5,NA,NA,NA,1241437,NA,NA
59613949,1091300,923868,952224,NA,1809922,497580,NA,1714310,784416,1597831,NA,1479371,861084,1498247,NA,NA,1038700,791235
59614598,820804,799181,342872,614866,976001,398319,688034,589298,435231,1139782,1017338,1436513,798157,1044664,325789,703773,985961,1219956
59654554,NA,NA,NA,NA,NA,NA,NA,NA,NA,1059533,NA,NA,NA,NA,NA,656054.5,NA,NA
66450704,NA,NA,NA,438062,NA,1103342,NA,NA,NA,NA,382760,708559,728802,NA,NA,NA,NA,NA
77609534,NA,NA,NA,NA,NA,NA,NA,NA,107332,NA,NA,NA,NA,NA,NA,NA,NA,NA
77811306,1592067,2179141,2359070,1995099.5,2427843,2154947,2305429,2117501,1964126,2325694.5,2158966.5,2438116,1827808,2206446,1165334,2635596,3302259,2885225
78133758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78235242,NA,NA,NA,1989889,NA,NA,NA,NA,1842138,1521142,2323516,NA,1766877,NA,1393200.5,1924647,2023475.5,NA
78290555,841416,701544,1590295,371907,966228,745133,NA,NA,NA,NA,NA,NA,1417138,NA,NA,NA,NA,NA
112101383,NA,NA,NA,NA,NA,NA,NA,NA,NA,673826,NA,NA,NA,NA,NA,NA,NA,NA
168454739,NA,NA,NA,NA,NA,NA,NA,NA,NA,607577,NA,NA,NA,NA,NA,NA,621318,NA
220511738,NA,NA,NA,NA,NA,NA,NA,658848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318551478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7590829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74837480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8747414,NA,NA,NA,NA,NA,NA,58900,NA,NA,67836,NA,NA,NA,NA,NA,NA,NA,NA
6949120,2378407,2595834.5,1566768,1993058,4217754,1304822,1944127,2457222,1935719,2142082,1317076,3300310.5,930399,1931964.5,1203329,2485418,1502257,2728981
7060263,525197,NA,NA,NA,NA,1570163,NA,119624,736740,518433,252276,NA,236436,690944,694888,NA,234376,NA
7782993,3896037,4007321,3372865,3824580.5,5415479,2617870,4906083,2471731,3156577,4426420,2990536,3885065,3481891,3966989,2925031,3257262.5,4601340,5099146
8622700,1967144,951421,750722,NA,3142633,908405,1201503,2544442,1396527,NA,NA,1832936,NA,1029846.5,NA,1774510,1928391.5,2162342
8798506,3299731,2593839,2061755,2203299.5,3892636,2928002,709261,3025781,3860449,1300313,2381760,2937530,1953857,1835901,2592417,3175584,3294779.5,3239591
12644790,58073,56790,NA,NA,99164,NA,107275.5,66020,NA,NA,NA,NA,NA,44938,NA,56439.5,60165,NA
32459912,3363088,2332966,3198811,2774925,3098817,2692905,3934333,2311345,2382496,4696718,3912383,3580515,4611262,3750041,2439570,3492381,3147037,3589432
60427757,930340,NA,517235,NA,1383892,695526,NA,1072191,822501,NA,859102,1690936,1811718,832809,937038,880845,1332726,802736
78166764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78183504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130770332,NA,NA,387844,NA,NA,334868,NA,NA,NA,NA,NA,613212,NA,NA,NA,592968,NA,NA
151534798,NA,NA,NA,NA,NA,604615.5,NA,NA,NA,NA,534952,NA,331721.5,NA,185677,NA,NA,NA
219484501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99093,NA,NA,NA,NA,NA,NA
7612723,2987765.5,803940,3350110,2756518,3439410.5,1289348,4314817.5,4682672.5,2222806,1344143,2648072.5,2920794.5,2939212,2292009,2704867.5,4716598,4233437,4660821.5
7674417,2128767,1836594,611046,927513,2867414,1137777,1442001,1975720,1691191,2134893,NA,2684379,NA,1237894,800985,1585678,1258557,NA
7692705,NA,NA,NA,NA,316570.5,NA,297891,405046,171752,419875,NA,NA,NA,576727,NA,NA,NA,NA
9476170,1057361,934721,2236767,1795235,2543267,1273126,904617,1696127,1220063,1638421,582942,2101603,1616528,1433102,2002591,1494410,2456628,1220821
9487711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9494202,966180,NA,NA,1115438,NA,NA,NA,NA,NA,NA,566889,NA,1419520,1054742,1010738,NA,1549911,1585563
14099020,415104,1816252,1172090,1974102,2285702,1233038,1636564,1214951,1458014.5,2099938,1186553.5,1980900,706892,2083406,726405,1768350,1408304,1734675
14099713,4215220,4425580.5,3385190,3716702.5,4972755,3023267,5247454,3584498,2034698,4379201,3867883,4945275,3471307.5,4567470.5,2442326,4092552,3774358,5735960
14171106,NA,NA,NA,NA,NA,NA,NA,NA,NA,3234633.5,3555247,NA,NA,2406069.5,NA,NA,NA,NA
22965641,NA,3249261,NA,3627791.5,NA,NA,NA,NA,1306781,NA,2503550,3076703,NA,1858278,NA,NA,NA,NA
32468247,2488280,3038733,NA,1812185.5,2932207,1541384,NA,3176389,2622705,NA,924376,2647783,1850086,1938115,NA,2232148,2849260,3101470
32500010,14863588,10709131,7922695,8530887.5,7732874,8535633,10708695,11907382,16410821,12131249,10035671,10599696,12513483,9743150,8369699,11627436,15260725,10523361
55719672,662547,NA,321303,NA,NA,363466,415520,NA,NA,NA,NA,NA,NA,NA,NA,NA,565717,NA
55767834,1793461,2571630,1872878,1850142,3265800,1391229,1736305,1905306,1895760.5,1948944,1785913,1911073,NA,NA,1895144,NA,NA,NA
318613109,199119,NA,NA,NA,NA,416148.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7597293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124373706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219239088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6976332,373454,128498,1272613,2595642,467578,2681807,1258357,355976,1794597,3243813,2705085,1571156,2322022,1840699,4783399,1200599.5,2685790,611694
6976507,810708,527552,545826,311765,566890,268234,866753,246975,NA,1445450,291718,NA,855576,1116886,417163,420221,373542,306295
6976593,10749847,14522585,8170261,12660095,13095519,8081115,10841217,10321006,7827583,11086535,9585939,12345432,7496888,9620285,7888375,9480487,9099576,12088775
7025552,23351149,21550325,16052353,18102536,22586421,13804016,18706572,23033527,17009068,17185965.5,15959351,20288987,16621487,14273256,15415693,16558152,17472532,21041045
7033919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7033967,3070811,1733524,3213100,1284709,4705276,2776862,3448303,3135658,2013000,3335132,2806811,4211064,2731938,5392782,464773,2468906,2682062,4722032
7041519,2021034,3499062.5,3466329,2666197,1772691,1479458,4160269,NA,NA,6862511,3407748.5,2807436,4136320.5,5121799,1087052.5,874874,998588,3165097.5
7044988,6288516,2232357,2429451,4552425,2565865,4766255,2583817,1732688,3410034,6032593,6061381,4702449,4202557,5902279,4779511,2371270,4737988,2239478
7064692,10927432,9167645,6276992,8002715,7442581,5607610,6053316,7167324,6465520,5978608.5,5696528,6514516,6825866,6497565,6621756,5929553,6893466,6146164
7075925,16940997,14362189,12086570,13255763,17401084,8701777,14486657,15542320,8419894,15662158,13417525,17611471,14758097,13756723,11514362,12941606,12381108,16272170
7098975,5631155,3695817,3265677,3894900,5803285,4874837,4357996,6224442.5,7135475,4114023.5,NA,2385487,3852252,2128150,4256471,2309319,5307161,NA
7100434,14290958,11818316,9797373,13317687,11651437,7063423,9017784,9851989,8656736,9267539,10310117,13771647,8739970,8364690,11677175,11070572,7998820,8620495
7105899,3521133.5,3381160,3965961,2203870,4329489,2201109,4591823.5,3451619,2134331,4358663,6166640,5496722,4359156,5207111,2587674,2011081,3797283,3023335.5
7156656,5404904,6037589.5,6036022.5,7024124,4670985,2699859,6838400,3433513.5,NA,8488701,6369163,4656019,5964794,7218881,3984574,3966411,3492103,5510930
7189070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1655335.5,NA,NA,NA,NA,NA,NA
7189079,11184274,11843924,11339363,13353146,12655719,8401069,13291780.5,10977844,5535405.5,15961325,11988186,16449372,8841882,13488429,9168567,10677676,11283141,15864150
7718168,361637,NA,272278,136214,322752,NA,NA,226452,280969,NA,707954,398518,443290,282394,269761,442133,300008,360803
7917576,6114647,5478593,2881591,4454733.5,6103729,4707271,3568520,5696383,7777069,2521415.5,2996633,4137035,1730721,2210849,3953536,4991083,3084314,1396529
9345737,776196,592539.5,356579,381749,536579.5,289747,582421,300056,161810,702459,726897,622058,640292,599424,233920,419340,304657,405008
12578428,2482115,1608257,1810577,1543738,1533742,1896017,1839126,1816231,1345583,2662123,1076645,1716803.5,2822951,2811193,858208,1285562,1538779,1800731
12764479,10842530,9562046,6777749,9203198,7542724,6567164.5,7524399,8768945,6600333,9357107,8871781,9329652,8867228,8194484,6745017,7243449,7985169,10468307
12881202,NA,NA,3629068,NA,NA,2672908,NA,NA,NA,3883535.5,4023346.5,NA,NA,NA,NA,NA,NA,NA
13973518,4988416,3155115,3440552,3210112,2623827,3136756,2732838,3424175,3172810,1936107,2331631,3170681,4596117,3006219,3140934,2204342,4227498,2736832
14368876,1201699,NA,383618,NA,NA,NA,NA,NA,NA,NA,NA,NA,1178426,NA,346194,NA,567353,NA
14373916,235473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152579,NA,NA,NA,NA,NA,NA
14471292,5210489,4790327,4444084,3644374,5006360,4548412,3562024,4407327,4150009,4029661,4642042,3932966,3465430,3316985,4143498,3585194,3317813,2010961
15867584,7066692,8170559,3996313,5933388,6739870.5,4538010,5777631,5866479,4410584,5976100,6473186,6263839,4679982,5453469,4244636,4068402,5186644,7657784
16462562,6091257,3011844,4060815,2470443,1034011,6098504,1102840,1859074,1974813,2847863,4702259,NA,4950212,3484795,4202410,2257532,2395652,2303698
32380926,NA,NA,823380,427292,NA,NA,NA,NA,NA,NA,817138,NA,NA,NA,NA,NA,NA,NA
32459655,3247385,2756317,1221546,2371867,2069497,1876053,2974637,1954911,1057484,3596999,3050393,3494950,2969946,3260130,2348835,2389605,2081702,1776243
47423810,NA,1424492.5,739734,NA,NA,968644,NA,3479774.5,5625412,NA,NA,1532203.5,NA,NA,NA,NA,NA,NA
59663775,NA,NA,NA,NA,NA,NA,NA,NA,105336,NA,NA,NA,NA,NA,112198,NA,NA,NA
65261069,513147,59837,69258,264390,NA,1508247,111581,31859,192869,776190,946471,204043,577202,1743522,1777326,61062,767609,38765
66447994,6239320.5,4162981,4075675,2930510,3959187,3469783,1733906,4830406,4415333,3102041,3518709,5346850,5751148,5200313,3594558,3895697,5059103,4277992
66835036,5260716,3197983,3966358,2911124.5,3935575,5521015,2241925,4907789,6542685,2404383,4266692,4009075,4795248,2858793,4741349,3303553,4131003,3490811
112106447,717543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583518,NA,NA,NA,NA,NA
148038778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324138674,NA,NA,NA,NA,NA,1302646.5,NA,NA,NA,NA,NA,NA,NA,NA,873776.5,NA,NA,NA
343753054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119816,NA,NA,NA
7619931,5816045,7067797,4982590.5,4280101.5,6383741,4612948.5,6577788,6433456.5,3149831.5,5615539,5452451,5657728,5320699,5087486.5,4681698,5721531.5,3909590.5,6170104
9464222,NA,NA,1328757,NA,1396100.5,972999.5,1634255,NA,NA,NA,NA,NA,NA,NA,719137,853214,1582511,1477776
9693571,NA,520869,388243,NA,NA,NA,NA,NA,NA,442036,NA,NA,NA,NA,NA,NA,NA,NA
9697845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9703019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12620843,3609331.5,4216832,2538784.5,4611629,4839076.5,3313029,2952610,3897546,3520287,3190471,4128009,4581036,3017308,2295645,4611103,3615465,2955955,2872178
15811372,787247,NA,566067,426586,243885,710926,388704,330503,770516,NA,603068,504318.5,352186,244269,695790,147724,NA,210818
15926549,NA,NA,NA,NA,832527,NA,NA,NA,NA,NA,NA,855612,NA,NA,NA,NA,NA,NA
17131550,1480989,NA,443394,NA,NA,634715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47497521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48020702,NA,NA,2117510,NA,NA,1656300,NA,NA,NA,2231961,NA,3555490,2137350,2322092,NA,3228186,3009006,2934672
59634947,593432,NA,848069,NA,672827,570681,742967,1255752,NA,NA,1524944,931522,1552712,1426955,NA,759255,608043,825368
77853468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149416449,2771192,756901,1930111.5,1541119.5,NA,1362090.5,NA,NA,1028619.5,NA,1470831,2053837.5,2316724,1425412.5,1372524,1514724,1627438,1417403
167838830,NA,NA,NA,NA,NA,320031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307761,NA
12601290,819765,NA,665717.5,625147,NA,989860,NA,785138.5,573884,819380.5,582339,525402,NA,NA,338987,626392.5,NA,NA
15898654,197634,230007,NA,109625,488364.5,NA,NA,288590,351338,NA,NA,365979,NA,NA,NA,NA,531528,273485
7583152,NA,2869236,2290037,2494367,3546717,1895864,2851754,2991149,2622196,2575347,3071699,4111367,2438821,NA,1943656,3479868,2680326,3934655
7713260,NA,24216,NA,NA,58132,NA,9888,33443,NA,NA,NA,NA,NA,11425,NA,NA,NA,NA
7767476,NA,NA,NA,NA,2038891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
