"MassTagID","Project_A_X_1","Project_A_X_2","Project_A_X_3","Project_B_X_1","Project_B_X_2","Project_B_X_3","Project_C_X_1","Project_C_X_2","Project_C_X_3","Project_A_Y_1","Project_A_Y_2","Project_A_Y_3","Project_B_Y_1","Project_B_Y_2","Project_B_Y_3","Project_C_Y_1","Project_C_Y_2","Project_C_Y_3"
7591482,NA,NA,1091660,NA,NA,1192688,NA,807265,547191,NA,NA,1381693,NA,NA,NA,NA,NA,NA
7597280,3868983,5176908,3631455,3347235,6585878,4612196,3778878,4396195,6907223,3727962,4733036,4654127,2986255,3469602,3767924,6434792,5960610,5324323
7606689,1483654,717063,1519483,3051967.5,2433652,2847153,2769929,2070481,1953429.5,1931991,1069113,2014735,1965946,891710,1745118,2575989,1389051,3477893
7609437,1541715,NA,NA,NA,3124664,2005136,2699103,1257244,2410944,1298097,1089392,NA,1756258,958790,1391414,2443038,2435939,2602514.5
7645207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7650967,1204856,NA,1764195,689213,2755418,1168325.5,1101021,NA,2697931,NA,NA,1684337,NA,700615,806620,1699007.5,NA,NA
7836519,3033903,2376085,1710235,2535739.5,1941260,1354123,2338808,1479100,1564891.5,3054349,1272320,2586147,1820754,2616210,1259061,2464407,3025548.5,2552022
7875733,4540158,4640739,3263177,3569023,4630588,3220438,3795532,4567289.5,3583207,4150989,4141856.5,4338676,3018743,3697293,2638773.5,4811923,2700204,2604064
7886092,6320485,6290280,4335212,4169882,9438789,5640632,4516600,9456788,8506683,NA,2456055,5521848,4575082,2814086,4855997.5,7125514,5344929,5523934
7912847,5590442,6274820,5398700,5319292,8889467,4175275.5,4969034,6379519,5765097,7306867,5453218,6007548,3321382,3727427,4604535.5,6069122,4577360,7174812
7952573,1357453,2452676,726226,1966522,3408887,1178993.5,NA,1890977,1628183,1437647,1655201,1102277,NA,876554,626690,1128789,1503744,2190436.5
8772983,NA,1007524,NA,1218421,NA,NA,NA,NA,NA,NA,NA,1912777,1127322,NA,1105336,NA,NA,NA
8794504,583881,543796,310150,424178,471706,477754,650638.5,NA,636639.5,629092,678094,823893,521270,527492,469541.5,427383,809173,612701
8822811,209941,198464,NA,256295,416145,173776,322033,268804,140390,413573,302965,NA,134518,256389,NA,212279,314596,349453
9207453,NA,964960,606337.5,NA,NA,NA,NA,NA,NA,NA,NA,1212390,462137,NA,NA,NA,NA,878029
12565639,1672012,1604191,941612.5,NA,2349095,976360,822412.5,1667065,2159026,1154568,1243726,1581508.5,2095381.5,2471425,681815,1684756,1511066,NA
12712013,3557012,1559679,2085997,2583720.5,1385025.5,3131290,2058105,1953776.5,2654309.5,4302315.5,4512294.5,2629863.5,4288799,4368822,3551092,1541170,4446426,1451598
14861274,NA,NA,NA,NA,NA,NA,NA,NA,NA,1088562,NA,NA,NA,1201711.5,NA,NA,NA,NA
15812553,1910259,1574845,1357840,2291571,4236239,1690654,2120316,2540059,1525551,3854595,NA,3483610,NA,2913317,NA,2042066,2741889,3601004
16381676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32455438,NA,237636,1330913.5,NA,NA,NA,593606,NA,NA,1509320.5,808745,484615,NA,566974,NA,1055748,NA,3097843
32509378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603018,NA,NA,NA,NA,NA
44797646,4951968,5703424.5,4382926,5305280,6924550,2634162,4978432,4576690.5,2178895,5953525,2308602,7072293,2852616,4596436,2120031,5452668,4521573,7452642
55725330,2661874,3707975,2656189,3723388,3335354,1328156,5521270.5,2579962,NA,7896758,4393040,5602499,4369653,4043262,1392105,2280262,3773065,6985419
55745816,NA,NA,NA,NA,NA,145185,30325,NA,NA,NA,220606.5,NA,223178,301854,232080,NA,NA,NA
78101622,NA,1528231,NA,872434,NA,NA,NA,NA,NA,1244334,1151874,NA,NA,NA,NA,NA,1198277,NA
78202729,NA,NA,657101,NA,NA,NA,NA,NA,NA,1515947,NA,1635125,759583,1046925,NA,NA,NA,714355
109879734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111203878,NA,NA,NA,NA,NA,NA,NA,633075.5,NA,816005,785072.5,NA,NA,511137,NA,NA,NA,NA
245910969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7132159,NA,NA,NA,1160217,NA,NA,NA,NA,NA,NA,NA,1102805,NA,1640608.5,NA,NA,NA,NA
7135084,1350506,921140,1051583,645968,NA,NA,1051067,431214,NA,NA,NA,1418017,1285710,1560240,NA,858728.5,831900,1454757
7139825,3730191,4580089.5,3241988,3188942,5512647.5,1370051,4388501,4389563,1357966,5151826,3141101,5631017,3207384,4874165,1897012,3885040,3746875,4250703
7150460,5341022,7459120,7032187,7097311,10475938,6088557,9322781,8214304,7615569,5505936,6581118,7759718.5,5162554,5013380,4950456,8830596,7452067,8988508.5
7584614,NA,987157,NA,NA,1602235,838067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7597181,NA,NA,657224,NA,NA,NA,1763193,NA,NA,2504125,921253,NA,711034,NA,NA,844285,1463857,3853102
7602879,8781927,9768498,6644517,7541118,13666017,7791323,10117703,9418943,10535511,8868304,7434325,10044875.5,6726435,7863946,7276113,11100490,12263184,9629028
7607296,8341937,8725878,6324607,6507078,10677024.5,6543280,9814374,10172965,8526617,6127725,6560278,10620439,4769672,5743361,5729336.5,10863374,6604885,8557363
7608683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2293637
7612228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63017,95302,NA,NA,NA,NA,NA,NA
7627686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833745,NA,NA,NA,NA,902400,NA
7630603,NA,2120101.5,NA,NA,NA,2238830,NA,NA,NA,2516912,984574,NA,NA,NA,NA,NA,NA,NA
7661059,1062922,NA,NA,NA,2101780,NA,NA,1213416,1209326,2546475,NA,1605188,1317340,1140114,NA,1249712,2710118,3171984
7669708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7671632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561043,NA,990497,NA,NA,951767,NA
8620825,4246414,6506172,4467329,5912652,8381682,4739793,5848378,7029406,6949217,5484333,6265735,6428298,4884310,5322915,5031868,7117756,6129311,5689437
8761472,8461754,7790552,6775051,6864317,11661782,6086423,5010408,9946420,9296394,8540180,8577262,8757749,8265096,8790972,4366217,9436892.5,10823888,10694489
9011659,NA,NA,228956,NA,NA,1152941,NA,606286,NA,NA,NA,1099807,NA,NA,NA,367373,NA,364313
9255085,2234981,NA,NA,NA,4065239,NA,NA,3708476,2758603,NA,NA,2373785,1561814,NA,NA,NA,2722241,2231032
12746558,1385372,NA,NA,234861,NA,2582540,NA,527879,923035,597240,2083785,NA,2272079,981143,2943815,520358.5,1407753,NA
15781886,3703584,3915062,3563333,4033766,3967673,3151576.5,2717705,4072794,2088811,2276421,3437744,2888863.5,2301516,4032908,1920677,4136316,NA,4112234.5
44573328,3548188,2426969,NA,1594780,3199094,NA,1285324,1283839,873616,1287450,1625133,1280662,2340125,1239140,1636217,2634982,2379235,NA
55702788,1669845,1582697,NA,819632,2075577,NA,NA,1730646,NA,1090672,NA,2200196,NA,1359143,428210,1319897,1396373,1777757
9799105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7120917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7169465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7590946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7603677,980353,NA,NA,NA,1288501,NA,NA,786343,1354968,NA,896498,NA,NA,NA,NA,NA,NA,NA
7710622,2878214,1756355,937047,1452107,1998467,NA,2366549,1441655,1370565,2382987,2124365,1970037,1250912,2390338,834452,1905108,1244413,1744336
7715847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7813970,5522861,4915496,3192222.5,5504016,5763028,3398960,5566883,5150909,4429294,4909031,4878908,5421493,1559524,4186246.5,3447163,4808107,4998262,6723482
7863425,4123794,4251297.5,1493938,2713700,5225900,1762346.5,2306320,3160125,4051564,3168508,2147693,2643055,1166862,2381545,1516277,2527157,3037298,4961252.5
13375617,2565207,2269902,2024369,2955096.5,2934654,1433092,2405348.5,1922087,1370886,1486629.5,1337159,1465124,1138168,914188,895340,2256320,NA,2267142
16502566,NA,NA,NA,585751,1221260,NA,NA,928669,NA,564969,1466120.5,662385,734198,895819,1326625.5,681438,972427,NA
26453008,2202271.5,NA,1136815,2012169,2476114,NA,1944451,1949399.5,1153228,NA,1815723.5,2423073,1301339,1377827,NA,NA,1515463.5,1920189
7602177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7941723,NA,NA,NA,NA,326051,NA,NA,704673,474641,NA,NA,NA,NA,NA,NA,NA,NA,590536
26387990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59630760,NA,NA,NA,NA,NA,NA,NA,NA,63079,NA,NA,NA,104595,NA,NA,NA,NA,NA
89996434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214701492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264682229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335141362,NA,NA,275897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7059660,568535,NA,NA,149948.5,NA,1462332,69097,NA,108847,538941,952182,NA,479551,1115402.5,953688,NA,862663,NA
7096320,NA,1129826,662221,1290654,NA,1499306,1523613,1259473.5,641574,891388,NA,1371837.5,NA,NA,NA,NA,1891133,1414033
7591021,3593313,3126969,NA,3176561,2040001,2698764.5,3036482,1448261,1032758,2402078,2851657,2843443,1156175,2960055,1312974,1547942,2171099,3103587
7875944,NA,773692,632369,1561503,NA,1460515,864482.5,463526,877534,1723734,1421477,1397707,885754,1371456.5,883782,672741,1993732,1659077.5
9227951,NA,NA,NA,NA,NA,NA,NA,NA,NA,1207982,NA,NA,NA,NA,NA,NA,NA,NA
12686074,NA,NA,811661,NA,NA,705097,NA,493452,NA,NA,1327266,716959,1153418,NA,NA,NA,NA,NA
15781686,NA,NA,1973078,1615789,NA,3015666,2829675,1335928,1948161,1808819,1605588,1604848,1177622,2194019,NA,1380382,1484520,1931208
230767841,300682,NA,NA,NA,NA,1192995,NA,NA,618516.5,NA,NA,NA,NA,441083.5,409556,NA,426688,NA
26398380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7078606,248547,55156,NA,256254,207595,NA,NA,150586,NA,351427,NA,512092.5,252603.5,314516,NA,NA,686170,336783
9453051,NA,NA,NA,324452.5,NA,474223,NA,NA,480078,336163,448759,NA,265435.5,431982.5,468117,NA,847490,NA
11712819,569620.5,407791,853960,NA,NA,605145,NA,NA,1064438,354042,NA,NA,NA,385557,NA,455700,1339046,217199
12690201,NA,308586,415575,404215.5,983739,NA,NA,754906,NA,NA,NA,431450,212837,NA,NA,239853,859125,722335.5
13876468,NA,NA,NA,237249,NA,NA,NA,NA,235278,37537,NA,NA,NA,123784,NA,92438,386661,NA
14307457,NA,NA,NA,NA,NA,NA,NA,NA,225615,NA,NA,NA,NA,NA,237493,NA,NA,NA
15239231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15867495,902517,716754,909445.5,906284,990458,604660.5,415592,783202,NA,735935.5,504703,956003,570828,699563,550822,762677,566342,821570.5
28898960,256736,89397,264856,201171,395681,NA,NA,416808,NA,NA,386861,509242,258785,340355.5,136495,NA,426941,469222
59628764,167258,134898,NA,NA,133574,NA,NA,198808,319396,NA,NA,143797,NA,NA,NA,50006,366836,182111
59660031,NA,383920,886898,NA,722952,NA,NA,NA,838970,NA,NA,NA,616976,1036491,302684,735525,NA,1218237
112101376,436683,398899,695385,699944,784143,350215,514605,405020,571431,275317,201254,581262,496557,597571,307603,467424,557224,432947
147822357,355097,469651,267829.5,666110,517452,NA,380038,327427,NA,351333,131964,397476,160919,205289.5,215131,449936,204982,189962
152863536,NA,31192633.5,NA,18525738,14414421,NA,NA,2711338,6195830,24281132.5,NA,17661836,NA,13405137,NA,2138655,10307800,NA
31006169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32962325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33562806,NA,78791,NA,NA,NA,NA,38542,NA,NA,NA,NA,NA,46136,NA,NA,NA,NA,NA
124311575,NA,NA,NA,NA,277690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219836453,NA,NA,NA,NA,103120,NA,74856,NA,NA,204897,NA,NA,NA,NA,NA,NA,NA,NA
12818433,NA,NA,374182,NA,518976,NA,NA,427702,516872,NA,NA,NA,NA,NA,NA,NA,NA,87390
15782442,862901,819876.5,302512,1180006,1640875,782510,994465,1252753,916705,477694,1092999,NA,859520,781431,327570,930289,NA,NA
7590901,1306313,1540117,1351259,NA,2161699,935279,1938992.5,1460382,943493,530773,548081,1788088,745751,1121261,934779,1960363,1204146,2046635.5
7867701,1260417,NA,NA,NA,2416536,NA,NA,788558,NA,456299,NA,NA,NA,NA,NA,NA,NA,1200259.5
7945947,721358,NA,NA,NA,822455,NA,NA,1126385,NA,NA,NA,NA,NA,NA,NA,NA,NA,928766
8752878,370360,NA,NA,NA,878353.5,367374,NA,836296,403562,NA,NA,NA,NA,NA,NA,891949.5,NA,NA
12590815,NA,1666897,NA,1644789,NA,1051131,2051429,1553252,2453130,2669322,1619043,2080175,1355562,1356963,NA,3120209.5,1985967,3380377
14819501,NA,NA,356407,311405,NA,NA,NA,NA,386238.5,547022,NA,NA,NA,548594,NA,536530,NA,NA
78166816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78265052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7607669,3025635,3443981,3681055.5,3496123,5253171,3118756,2197563,4217216,4759158,3127579,1951096,4665281,3604091,2038254,2869721,3988363,4863176,3777745
7082952,3153567,2626026,3337194,1866477,NA,2481773,3810686,1600771,2217634,2852287,2156536,2298463,2460702,2695400,1462145,1552986,2127311,849956
8820802,NA,NA,NA,NA,58781,NA,NA,41669,NA,NA,NA,81382,NA,NA,NA,NA,NA,NA
9157709,90808,127818,76591,82321,161362,NA,203756,83785,NA,385790.5,192865,253227.5,219042,346274,96457,132340,92819,113653
32742630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231943,NA,NA,NA,NA,NA,NA,NA
8666151,NA,NA,73994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8686793,NA,NA,NA,NA,NA,NA,NA,NA,77080,NA,133785,NA,NA,NA,NA,NA,NA,NA
48023330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72291321,1726948,NA,NA,NA,505745,NA,NA,743560,NA,NA,NA,1042858.5,NA,NA,NA,NA,NA,NA
78131827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176032593,NA,NA,NA,NA,NA,NA,NA,NA,NA,665557,NA,NA,NA,NA,NA,NA,NA,NA
200116694,NA,73640,NA,NA,96699,NA,37372,NA,NA,32669,NA,NA,NA,NA,NA,NA,NA,NA
6948852,931052061,997917030,810248648,845246482,949458316,723803322.5,1045231197,845579073,676814578,901117235,890734120,911140029,679207260,821879492,780979938.5,925540014.5,762459343,876845548
6948870,34986340,33111910,27922863,45396598,22264194,11712162,41694561,10602938,870636,62189650,31991047,38491884,28884103,72207474,9506591,17576111,22603659,49392655
6954984,1058662,3070387.5,1993605.5,5397112,NA,NA,7899020,NA,NA,26547172,1689828,5436754,2689944,12369566,NA,NA,NA,4441530
6955279,705698165,797686823,695186633,675278109,744430262,570381603,895592020,600534894,569156280,806923680,702136595,747713479,641878308,815804116,697945327,668796172,748242176,678745758
6956397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6958762,282303419,296937976,280433840,280008284,262336263,337533208,381774638,242256204,242314508,362197682,397969215,340962843,398649782,342053128,298176944,280080904,295888474,332665831
6958957,43057983,38627299,27467528,32667191,37851532,32137766,37676456,28987128,23422813,58991249,59861750,59578251,69820797,58586046,24614716,33506198,54431686,57884225
6959567,NA,NA,NA,602269,NA,NA,NA,NA,NA,1278080.5,NA,638244,NA,653383,NA,NA,273568,136586
6960741,215893812,200908198,172512845,175628955,177686369,173885916,201642904,148917758,136731344,279552367,254523239,239500484,297164942,301911847,137736136,179200897,218904048,252441292
6964368,401118706.5,326063230,269318220,320977382,337015298.5,246581888,341868128,298635600,248975731,320520411,315017189,384129802.5,386226960,382015374,260228839.5,276106306,357473581.5,461360340
6967844,64935105,55384773,27836371,54648175,62922020,34753287,31288741,47777379,40669894,42991173,40935977,63326743,23231700,44255283,31164211,39255780,43888211,57131529
6971277,65531503,73226568,63962023,55373748,83301997,74052867,59262288.5,86824796,144132528,50532404,65482746,59830286,66628861,54415050,89398860,77241535,94289579,67973671
6976329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6976349,NA,NA,NA,NA,NA,NA,NA,NA,NA,4981085,1064611,1428739,NA,3391778,NA,NA,697447.5,2003138
6976460,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611982,NA,NA,NA,NA,NA,NA,NA,NA
6983694,20331329,17918322,10572852,13877464,15060165,13603991,17341885,11865086,7270207,26287268,26110425,24029259,30729753,28581275,11864536,13355655,23044375,21831797
6984102,50192849,44024702,48929425,45137110,43036783,52165462,51902757,36895741,38127237,46779891,46709505,42671740,58876097,54776802,43971717,46182563,44176960,37179119
6987038,120205782,87431660,85305647,84924565,82888822,136988937,96965529,92639921,124207614,78390982,111183830,85993117,151224130.5,101763485,96445638,85878119,118968620,95528211
6987785,6094881,6861247.5,9987161,6835690,4577030,1584019,9367610,2471769,NA,11283289,11315234,6961453,9452847,12054065,4548406.5,4534215,3582705,14007093
6997995,17646826,15151119,27509859,20633721,14467461,10124657,25438633,5917584,1057368,23396379,20560945,17903406,24557684,24551117,16359425,NA,NA,NA
7006768,2947173,2586747,NA,NA,NA,NA,NA,NA,NA,NA,NA,611939,NA,NA,NA,NA,NA,NA
7039639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1793599,NA,NA,NA,NA,NA
7052360,115018512,107189002,50702776,97883391,115438654,52135565,58529543,94744332.5,56653572,73565378,80524261,98774764,40079219,77390611.5,50115062,78170425,82383890,108955940
7052488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7053034,850662,NA,733725,NA,1094313,NA,NA,803489,NA,NA,NA,1110721,1005415,NA,NA,NA,NA,NA
7070830,211638373,147048854,129617717,155555216,145094786,181210836,128165841.5,165769107,207929318,97779535,96571391,118127812,174266087,124852560,117972019,126026180,175006995,150020103
7184721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7450485,6913798,9312514,6196238,6589500.5,9502640,9822876.5,6774309,8463733,14991871,5456683.5,6023093,8711599,4019262,6233611.5,5328190,7456751.5,5866863,7222785
7473717,713535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7473935,253488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438783,NA,NA,NA,NA,NA,NA
7612370,42129265,37370309,30948941,30629474,32280196,45073860,31702050,26856359,30995028,37217716,37267101,40161293,49534072,42447078,28259300,32633722,41369465,31687197
7645756,NA,410306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170839,NA,NA,NA,NA,NA
7657550,1000376,901413,557816,855544,900058,806278,688205,666536,212389,1272319,932124,1265642,1117708,1452231,427515,775575,1153362,945189
7770158,338894492,444151572,245162990.5,383108651,356672671,281464798.5,371100088,279790421,187003481,285470775,262237017.5,287048314,163915733.5,278074054,237285288,332894911.5,180383328.5,351138398.5
7770262,89923604,93302110,57586975,61782177,101015894.5,64110836,67087836,99794283,136130837,56924480,72925047,76989704,60236980,51804255,99228662,96901149,66030961,74048313
7798352,187585844,97891420.5,NA,131322674,83357954,NA,NA,86756525,NA,86826320.5,155366037.5,89255066.5,155764626.5,103196323,213270466,NA,99248478,NA
7875759,NA,NA,NA,NA,NA,NA,NA,NA,1052048,NA,NA,NA,NA,NA,NA,NA,NA,NA
7954604,433690805.5,515092101,412323887,485806298,523001168,318561048,502542758,434511995,369925083,493545650,440499578.5,482566310,359962788,388804941,456434388.5,439205545.5,369883354,418681660
8339563,3772925,2771490,2637748,1295486,NA,2165404,1088004,NA,NA,2416034,2811137,2523367,1812365,1251776.5,1006845.5,NA,NA,NA
8631764,65689291,79016010,63719401,66196827.5,104519726,101211085,70073366.5,79034894,181573815.5,60036737,87631237.5,57654322,59331030,58367589,122321756,85244417,83731881.5,66479885.5
8631776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8694081,30698338,33233600,21817931,20777948,36902899,24225958,25094689,38794453,53405924,21374650,28753464,27661847,25748823,22354483,29659984,34570432,27980907,30682374
8823685,281466989,356179507,273152260,306888106,360633198,196221172.5,318464683,328589210,226360294,379084147.5,336169042,346558496,269382391.5,309468779,287476695,302714389,284974009,373674689
9682956,NA,NA,NA,NA,710017,NA,NA,550975,NA,NA,NA,300658,NA,NA,NA,NA,NA,261163.5
12483643,23606335,31178456,17866042,21934579,33593447.5,16665967.5,25340968,19619131,17799463,16873606,9007265.5,14885562,6578667,6592206,23647835,23309021,7023968,4817519
12617436,7819893.5,3525470,1570243,3316254.5,6611403,9047228.5,1891899,7337860,19460988,1560246,5601141,1711214,8046767,2751171,10723530,3962219.5,8836292,5075672
12785704,2175190,NA,1314403,NA,NA,1779829,NA,NA,727349,NA,NA,NA,1161913,NA,NA,NA,NA,NA
13873502,NA,505847.5,NA,988632,NA,NA,NA,95413,NA,1379423,486720,348771,294184,661366,NA,NA,173449,NA
13947791,2339432,2882175,1570104.5,1661700,1623867,771580,NA,NA,1496377,NA,NA,NA,1747409,NA,1957932,NA,NA,NA
14643276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15078450,4829954,6877134,3021479,6618582,3451911.5,NA,3039186,3212894.5,NA,12738919,8812258.5,4678981.5,7543356.5,8972932,6038186,NA,7150210,5852599
15078579,5635430,1443461,5724017.5,8268800,1167160,5009884,1748156.5,885563,1379100,7575207,13051992,3877317.5,9520390,12184776,9729402,2302908,7188294.5,2324155
16447780,900367,NA,NA,1025325,1693766,NA,NA,869336,NA,NA,NA,NA,NA,NA,308589,193915,NA,NA
16447798,NA,265429,NA,NA,NA,NA,635497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16599635,NA,NA,NA,NA,645526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22359927,1143399,NA,NA,711518,NA,1912975,NA,NA,1499489,NA,NA,2030709,1308133,NA,519139,1423738,2011138,NA
32365943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32450848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48152199,NA,NA,469942,NA,NA,NA,NA,NA,2799147,NA,NA,NA,NA,NA,1088993,NA,NA,NA
61105063,1299749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149173309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321910234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7088115,132731692,128348043,100852682,114699951,153376332,86855782,130110542,136489326,104255336,111034670,98688180.5,131155990,95479036,107623985,103828650,131490128,104464279,135162380
9665874,77362826,98927069,76983086.5,92073604,110771597,54481812,82836837,87317974,73566304.5,93386795,80068991,97923264,64896816,76838497,80002068,82204431,81118186.5,97474278.5
10059126,1536000.5,1016330,1135621.5,NA,1866637,1404757.5,NA,2988941,3497088,441738,722315.5,1716450,1357815,NA,1235096,NA,1461129,1734479
10059742,17395472,19961090,10931756,16863297,25012440,10525734,11903429,21470654,12747947,13866747.5,12807247,19068492,6644326,13469235,2801578,16406582,15627029,21715864
10898908,13244762,12095562,5697083,11164951,15966164,7593635,7803570.5,13272078,9821595,8546110,9070787,11260124,4925252,8903866,7050872,9751019,10294660,14621511
12676092,12138639,14168876,7674110,8883443,15107718,8122467.5,10765936.5,15184100,20973601.5,7965326,9277909,9992788,8118640,7842213,12560587.5,14028737,10208689,13545484
13930831,4524451,1035328,NA,NA,920215,1230150,NA,669942,749744,NA,NA,NA,1959163,1218606,NA,NA,NA,1626423
15840828,27003829,43113162,22023486,33208958,33142123,24426184,34600153,29141592.5,17046132,28433096,26073887,29508041,16046368.5,29693143,22911280,26686743,17318155.5,22057177
20956219,16092781,8787768,11983050,9883966,10110424,11003572,7360866,10279580,16602811,6443900,7212750,NA,14851773,NA,9513640,10555721,12441090,9585391
20977287,22826623,26593275.5,17802016,22066742,32403191,11791401,21554599,28502269,17028992,25866081,23773685.5,26888690,21487324,22592800,19583442,23581559,21761308.5,31004735
33695722,NA,1425793,1806335,2381397,4222958,NA,2607202,2989625,893347,NA,NA,NA,NA,NA,3125913,3341467.5,NA,NA
69215813,1222386,NA,1743291,1301662,871754,NA,1169931,NA,NA,2036151,1351443,1738088,2227476,1864922,808413,656841,446620,1752204
175654410,1115312,848928,419444,337963,870488,523886,568031,754790,NA,1266919,1477350,1276901,1632718,1635551,532456,638059,1356262,2047791
254544605,55692395.5,46813951.5,47842101.5,41302203.5,65083514.5,52173149,46552410,57189316,69847424,38980167,59972853.5,39013484.5,50312150,36833938,75876546,55142881,51836683.5,51231745.5
391615808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3245755,NA,NA,NA
6967299,7516958,8989011,8111783,6170568,12399667,9333071.5,6263730,14877869,21280688,4750043,8754735,8485526,6372747,4644705,11960431,13890179,12452921,9463520
6971120,723335,312623,NA,382915,937043,NA,84124,520285,128468,407544,723815,1369132,571332,230395,49479,98391,119604,584460
